date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:17:35	12566/12566	---M--	200	added ('OK')	text/html	etag:%222672c4-3116-4579092d23740%22	http://www.cs.colorado.edu/~main/bgi/doc/	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/index.html	(from )
21:17:35	348/348	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20Oct%202015%2004:17:35%20GMT	http://www.cs.colorado.edu/robots.txt		(from )
21:17:36	13964/-1	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2004%20Oct%202015%2004:17:36%20GMT	http://www.cs.colorado.edu/~main/bgi/doc/bgi.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/bgi.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:36	937/937	---M--	200	added ('OK')	image/gif	etag:%222672fa-3a9-45790944faf80%22	http://www.cs.colorado.edu/~main/bgi/doc/win.gif	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/win.gif	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:37	2465/2465	---M--	200	added ('OK')	text/html	etag:%222672fb-9a1-45790944faf80%22	http://www.cs.colorado.edu/~main/bgi/doc/wincolor.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/wincolor.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:37	2690/2690	---M--	200	added ('OK')	text/html	etag:%22267268-a82-457909126f840%22	http://www.cs.colorado.edu/~main/bgi/doc/arc.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/arc.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:38	2136/2136	---M--	200	added ('OK')	text/html	etag:%22267269-858-457909126f840%22	http://www.cs.colorado.edu/~main/bgi/doc/bar.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/bar.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:38	2549/2549	---M--	200	added ('OK')	text/html	etag:%2226726a-9f5-457909126f840%22	http://www.cs.colorado.edu/~main/bgi/doc/bar3d.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/bar3d.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:38	1756/1756	---M--	200	added ('OK')	text/html	etag:%22267270-6dc-4579091734380%22	http://www.cs.colorado.edu/~main/bgi/doc/bgiout.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/bgiout.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:39	1960/1960	---M--	200	added ('OK')	text/html	etag:%22267271-7a8-4579091734380%22	http://www.cs.colorado.edu/~main/bgi/doc/circle.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/circle.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:39	1869/1869	---M--	200	added ('OK')	text/html	etag:%22267272-74d-457909154bf00%22	http://www.cs.colorado.edu/~main/bgi/doc/cleardevice.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/cleardevice.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:40	3693/3693	---M--	200	added ('OK')	text/html	etag:%22267273-e6d-45790918285c0%22	http://www.cs.colorado.edu/~main/bgi/doc/clearmouseclick.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/clearmouseclick.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:40	2136/2136	---M--	200	added ('OK')	text/html	etag:%22267274-858-45790918285c0%22	http://www.cs.colorado.edu/~main/bgi/doc/clearviewport.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/clearviewport.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:41	2709/2709	---M--	200	added ('OK')	text/html	etag:%22267275-a95-457909191c800%22	http://www.cs.colorado.edu/~main/bgi/doc/closegraph.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/closegraph.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:41	1306/1306	---M--	200	added ('OK')	text/html	etag:%22267277-51a-457909191c800%22	http://www.cs.colorado.edu/~main/bgi/doc/delay.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/delay.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:42	5869/5869	---M--	200	added ('OK')	text/html	etag:%22267278-16ed-4579091a10a40%22	http://www.cs.colorado.edu/~main/bgi/doc/detectgraph.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/detectgraph.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:42	2368/2368	---M--	200	added ('OK')	text/html	etag:%22267279-940-4579091a10a40%22	http://www.cs.colorado.edu/~main/bgi/doc/drawpoly.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/drawpoly.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:43	2222/2222	---M--	200	added ('OK')	text/html	etag:%2226727a-8ae-4579091b04c80%22	http://www.cs.colorado.edu/~main/bgi/doc/ellipse.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/ellipse.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:43	1942/1942	---M--	200	added ('OK')	text/html	etag:%2226727b-796-4579091b04c80%22	http://www.cs.colorado.edu/~main/bgi/doc/fillellipse.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/fillellipse.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:43	2447/2447	---M--	200	added ('OK')	text/html	etag:%2226727c-98f-4579091b04c80%22	http://www.cs.colorado.edu/~main/bgi/doc/fillpoly.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/fillpoly.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:44	2863/2863	---M--	200	added ('OK')	text/html	etag:%2226727d-b2f-4579091bf8ec0%22	http://www.cs.colorado.edu/~main/bgi/doc/floodfill.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/floodfill.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:44	1195/1195	---M--	200	added ('OK')	text/html	etag:%2226727e-4ab-4579091bf8ec0%22	http://www.cs.colorado.edu/~main/bgi/doc/getactivepage.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getactivepage.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:45	2522/2522	---M--	200	added ('OK')	text/html	etag:%2226727f-9da-4579091ced100%22	http://www.cs.colorado.edu/~main/bgi/doc/getarccoords.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getarccoords.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:45	2162/2162	---M--	200	added ('OK')	text/html	etag:%222672a0-872-4579091ced100%22	http://www.cs.colorado.edu/~main/bgi/doc/getaspectratio.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getaspectratio.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:46	2421/2421	---M--	200	added ('OK')	text/html	etag:%222672a1-975-4579091de1340%22	http://www.cs.colorado.edu/~main/bgi/doc/getbkcolor.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getbkcolor.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:46	4835/4835	---M--	200	added ('OK')	text/html	etag:%222672a2-12e3-4579091ed5580%22	http://www.cs.colorado.edu/~main/bgi/doc/getch.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getch.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:47	2601/2601	---M--	200	added ('OK')	text/html	etag:%222672a3-a29-4579091ed5580%22	http://www.cs.colorado.edu/~main/bgi/doc/getcolor.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getcolor.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:47	1224/1224	---M--	200	added ('OK')	text/html	etag:%222672a4-4c8-4579091734380%22	http://www.cs.colorado.edu/~main/bgi/doc/getcurrentwindow.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getcurrentwindow.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:47	1864/1864	---M--	200	added ('OK')	text/html	etag:%222672a5-748-4579091fc97c0%22	http://www.cs.colorado.edu/~main/bgi/doc/getdefaultpalette.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getdefaultpalette.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:48	2556/2556	---M--	200	added ('OK')	text/html	etag:%222672a6-9fc-4579091fc97c0%22	http://www.cs.colorado.edu/~main/bgi/doc/getdisplaycolor.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getdisplaycolor.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:48	2052/2052	---M--	200	added ('OK')	text/html	etag:%222672a7-804-45790920bda00%22	http://www.cs.colorado.edu/~main/bgi/doc/getdrivername.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getdrivername.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:49	2552/2552	---M--	200	added ('OK')	text/html	etag:%222672a8-9f8-45790920bda00%22	http://www.cs.colorado.edu/~main/bgi/doc/getfillpattern.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getfillpattern.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:49	4443/4443	---M--	200	added ('OK')	text/html	etag:%222672a9-115b-45790921b1c40%22	http://www.cs.colorado.edu/~main/bgi/doc/getfillsettings.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getfillsettings.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:50	2570/2570	---M--	200	added ('OK')	text/html	etag:%222672aa-a0a-45790921b1c40%22	http://www.cs.colorado.edu/~main/bgi/doc/getgraphmode.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getgraphmode.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:50	3017/3017	---M--	200	added ('OK')	text/html	etag:%222672ab-bc9-45790922a5e80%22	http://www.cs.colorado.edu/~main/bgi/doc/getimage.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getimage.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:50	3368/3368	---M--	200	added ('OK')	text/html	etag:%222672ac-d28-45790922a5e80%22	http://www.cs.colorado.edu/~main/bgi/doc/getlinesettings.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getlinesettings.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:51	2511/2511	---M--	200	added ('OK')	text/html	etag:%222672ad-9cf-457909239a0c0%22	http://www.cs.colorado.edu/~main/bgi/doc/getmaxcolor.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getmaxcolor.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
21:17:51	1924/1924	---M--	200	added ('OK')	text/html	etag:%222672af-784-457909248e300%22	http://www.cs.colorado.edu/~main/bgi/doc/getmaxmode.html	C:/Users/Admin/Desktop/C%20Lab%20Graphics%20(BGI)/BGI%20Tutorial/www.cs.colorado.edu/_main/bgi/doc/getmaxmode.html	(from http://www.cs.colorado.edu/~main/bgi/doc/)
